Date,Location,Source,Target,Weight
2015-01-01,"Sydney, Australia",data modeling and architecture including hypothesis-driven modeling,Twitter,6
2015-01-01,"Sydney, Australia",databases & dbms,Drupal,1
2015-01-01,"Sydney, Australia",databases & dbms,Google Books,1
2015-01-01,"Sydney, Australia",databases & dbms,TEI,22
2015-01-01,"Sydney, Australia",databases & dbms,Twitter,5
2015-01-01,"Sydney, Australia",digital humanities - facilities,Gephi,1
2015-01-01,"Sydney, Australia",digital humanities - facilities,TEI,14
2015-01-01,"Sydney, Australia",digital humanities - facilities,Twitter,8
2015-01-01,"Sydney, Australia",digital humanities - institutional support,TEI,7
2015-01-01,"Sydney, Australia",digital humanities - institutional support,WordPress,1
2015-01-01,"Sydney, Australia",digital humanities - institutional support,Zotero,1
2015-01-01,"Sydney, Australia",digital humanities - nature and significance,Google Books,1
2015-01-01,"Sydney, Australia",digital humanities - nature and significance,TEI,17
2015-01-01,"Sydney, Australia",digital humanities - nature and significance,Twitter,2
2015-01-01,"Sydney, Australia",digital humanities - nature and significance,Zotero,2
2015-01-01,"Sydney, Australia",digital humanities - pedagogy and curriculum,Gephi,1
2015-01-01,"Sydney, Australia",digital humanities - pedagogy and curriculum,Python,3
2015-01-01,"Sydney, Australia",digital humanities - pedagogy and curriculum,TEI,16
2015-01-01,"Sydney, Australia",digital humanities - pedagogy and curriculum,Twitter,1
2015-01-01,"Sydney, Australia",digital humanities - pedagogy and curriculum,Voyant,5
2015-01-01,"Sydney, Australia",digital humanities - pedagogy and curriculum,Voyant Tools,3
2015-01-01,"Sydney, Australia",digital humanities - pedagogy and curriculum,WordPress,3
2015-01-01,"Sydney, Australia",digitisation - theory and practice,Google Books,11
2015-01-01,"Sydney, Australia",digitisation - theory and practice,TEI,47
2015-01-01,"Sydney, Australia","digitisation, resource creation, and discovery",Google Books,1
2015-01-01,"Sydney, Australia","digitisation, resource creation, and discovery",TEI,78
2015-01-01,"Sydney, Australia","digitisation, resource creation, and discovery",Twitter,1
2015-01-01,"Sydney, Australia","digitisation, resource creation, and discovery",Voyant,1
2015-01-01,"Sydney, Australia",encoding - theory and practice,Google Books,1
2015-01-01,"Sydney, Australia",encoding - theory and practice,TEI,256
2015-01-01,"Sydney, Australia",english,Drupal,1
2015-01-01,"Sydney, Australia",english,Gephi,10
2015-01-01,"Sydney, Australia",english,Google Books,14
2015-01-01,"Sydney, Australia",english,Neatline,1
2015-01-01,"Sydney, Australia",english,Palladio,17
2015-01-01,"Sydney, Australia",english,Python,10
2015-01-01,"Sydney, Australia",english,Scalar,2
2015-01-01,"Sydney, Australia",english,TEI,270
2015-01-01,"Sydney, Australia",english,Twitter,23
2015-01-01,"Sydney, Australia",english,Voyant,40
2015-01-01,"Sydney, Australia",english,Voyant Tools,12
2015-01-01,"Sydney, Australia",english,WordPress,3
2015-01-01,"Sydney, Australia",english,Zotero,3
2015-01-01,"Sydney, Australia",english studies,TEI,7
2015-01-01,"Sydney, Australia",english studies,Voyant,5
2015-01-01,"Sydney, Australia",english studies,Voyant Tools,3
2015-01-01,"Sydney, Australia",film and cinema studies,Neatline,1
2015-01-01,"Sydney, Australia",film and cinema studies,TEI,2
2015-01-01,"Sydney, Australia",folklore and oral history,TEI,5
2015-01-01,"Sydney, Australia",french,TEI,2
2015-01-01,"Sydney, Australia",french studies,TEI,6
2015-01-01,"Sydney, Australia",games and meaningful play,Python,3
2015-01-01,"Sydney, Australia",games and meaningful play,TEI,2
2015-01-01,"Sydney, Australia",games and meaningful play,Twitter,3
2015-01-01,"Sydney, Australia",gender studies,TEI,2
2015-01-01,"Sydney, Australia","genre-specific studies: prose, poetry, drama",Google Books,2
2015-01-01,"Sydney, Australia","genre-specific studies: prose, poetry, drama",TEI,7
2015-01-01,"Sydney, Australia","geospatial analysis, interfaces and technology",TEI,34
2015-01-01,"Sydney, Australia","geospatial analysis, interfaces and technology",Twitter,5
2015-01-01,"Sydney, Australia","geospatial analysis, interfaces and technology",WordPress,1
2015-01-01,"Sydney, Australia",german studies,Python,3
2015-01-01,"Sydney, Australia",german studies,TEI,2
2015-01-01,"Sydney, Australia",german studies,Voyant,1
2015-01-01,"Sydney, Australia",historical studies,Gephi,1
2015-01-01,"Sydney, Australia",historical studies,Google Books,1
2015-01-01,"Sydney, Australia",historical studies,Palladio,3
2015-01-01,"Sydney, Australia",historical studies,TEI,14
2015-01-01,"Sydney, Australia",historical studies,Twitter,9
2015-01-01,"Sydney, Australia",history of humanities computing/digital humanities,Python,1
2015-01-01,"Sydney, Australia",history of humanities computing/digital humanities,TEI,2
2015-01-01,"Sydney, Australia",history of humanities computing/digital humanities,Voyant,2
2015-01-01,"Sydney, Australia",history of humanities computing/digital humanities,Voyant Tools,2
2015-01-01,"Sydney, Australia",hypertext,TEI,2
2015-01-01,"Sydney, Australia",image processing,TEI,9
2015-01-01,"Sydney, Australia",information architecture,TEI,9
2015-01-01,"Sydney, Australia",information retrieval,Gephi,4
2015-01-01,"Sydney, Australia",information retrieval,Google Books,1
2015-01-01,"Sydney, Australia",information retrieval,TEI,62
2015-01-01,"Sydney, Australia",interdisciplinary collaboration,Gephi,1
2015-01-01,"Sydney, Australia",interdisciplinary collaboration,Python,4
2015-01-01,"Sydney, Australia",interdisciplinary collaboration,TEI,6
2015-01-01,"Sydney, Australia",interdisciplinary collaboration,Twitter,17
2015-01-01,"Sydney, Australia",interdisciplinary collaboration,Voyant,5
2015-01-01,"Sydney, Australia",interdisciplinary collaboration,Voyant Tools,3
2015-01-01,"Sydney, Australia",interface and user experience design,Drupal,1
2015-01-01,"Sydney, Australia",interface and user experience design,Gephi,3
2015-01-01,"Sydney, Australia",interface and user experience design,Palladio,14
2015-01-01,"Sydney, Australia",interface and user experience design,TEI,22
2015-01-01,"Sydney, Australia",interface and user experience design,Twitter,11
2015-01-01,"Sydney, Australia",interface and user experience design,Voyant,1
2015-01-01,"Sydney, Australia",interface and user experience design,WordPress,2
2015-01-01,"Sydney, Australia",interface and user experience design,Zotero,2
2015-01-01,"Sydney, Australia",internet / world wide web,Gephi,3
2015-01-01,"Sydney, Australia",internet / world wide web,Google Books,1
2015-01-01,"Sydney, Australia",internet / world wide web,Python,1
2015-01-01,"Sydney, Australia",internet / world wide web,TEI,14
2015-01-01,"Sydney, Australia",internet / world wide web,Twitter,16
2015-01-01,"Sydney, Australia",italian,TEI,2
2015-01-01,"Sydney, Australia",knowledge representation,Gephi,5
2015-01-01,"Sydney, Australia",knowledge representation,Google Books,1
2015-01-01,"Sydney, Australia",knowledge representation,Palladio,14
2015-01-01,"Sydney, Australia",knowledge representation,Python,3
2015-01-01,"Sydney, Australia",knowledge representation,TEI,13
2015-01-01,"Sydney, Australia",knowledge representation,Voyant,1
2015-01-01,"Sydney, Australia",law,Gephi,1
2015-01-01,"Sydney, Australia",law,TEI,2
2015-01-01,"Sydney, Australia",lexicography,Google Books,2
2015-01-01,"Sydney, Australia",lexicography,TEI,21
2015-01-01,"Sydney, Australia",linguistics,Google Books,2
2015-01-01,"Sydney, Australia",linguistics,Python,1
2015-01-01,"Sydney, Australia",linguistics,TEI,30
2015-01-01,"Sydney, Australia",linguistics,Twitter,4
2015-01-01,"Sydney, Australia",linking and annotation,Gephi,6
2015-01-01,"Sydney, Australia",linking and annotation,Google Books,1
2015-01-01,"Sydney, Australia",linking and annotation,TEI,20
2015-01-01,"Sydney, Australia",linking and annotation,Twitter,5
2015-01-01,"Sydney, Australia",literary studies,Gephi,2
2015-01-01,"Sydney, Australia",literary studies,Google Books,12
2015-01-01,"Sydney, Australia",literary studies,Palladio,1
2015-01-01,"Sydney, Australia",literary studies,Python,5
2015-01-01,"Sydney, Australia",literary studies,TEI,35
2015-01-01,"Sydney, Australia",literary studies,Twitter,9
2015-01-01,"Sydney, Australia",literary studies,Voyant,6
2015-01-01,"Sydney, Australia",literary studies,Voyant Tools,3
2015-01-01,"Sydney, Australia",machine translation,TEI,2
2015-01-01,"Sydney, Australia",maps and mapping,Gephi,1
2015-01-01,"Sydney, Australia",maps and mapping,Neatline,1
2015-01-01,"Sydney, Australia",maps and mapping,Palladio,3
2015-01-01,"Sydney, Australia",maps and mapping,TEI,48
2015-01-01,"Sydney, Australia",maps and mapping,Twitter,5
2015-01-01,"Sydney, Australia",media studies,Gephi,1
2015-01-01,"Sydney, Australia",media studies,Python,1
2015-01-01,"Sydney, Australia",media studies,TEI,5
2015-01-01,"Sydney, Australia",media studies,Twitter,16
2015-01-01,"Sydney, Australia",media studies,Voyant,5
2015-01-01,"Sydney, Australia",media studies,Voyant Tools,3
2015-01-01,"Sydney, Australia",medieval studies,TEI,20
2015-01-01,"Sydney, Australia",metadata,Google Books,3
2015-01-01,"Sydney, Australia",metadata,TEI,29
2015-01-01,"Sydney, Australia",metadata,Twitter,3
2015-01-01,"Sydney, Australia",mobile applications and mobile design,Drupal,1
2015-01-01,"Sydney, Australia",mobile applications and mobile design,TEI,5
2015-01-01,"Sydney, Australia",mobile applications and mobile design,Twitter,6
2015-01-01,"Sydney, Australia",morphology,TEI,2
2015-01-01,"Sydney, Australia",multilingual / multicultural approaches,Gephi,1
2015-01-01,"Sydney, Australia",multilingual / multicultural approaches,Python,1
2015-01-01,"Sydney, Australia",multilingual / multicultural approaches,TEI,5
2015-01-01,"Sydney, Australia",multilingual / multicultural approaches,Twitter,1
2015-01-01,"Sydney, Australia",music,TEI,2
2015-01-01,"Sydney, Australia",natural language processing,Gephi,4
2015-01-01,"Sydney, Australia",natural language processing,Google Books,1
2015-01-01,"Sydney, Australia",natural language processing,Python,3
2015-01-01,"Sydney, Australia",natural language processing,TEI,48
2015-01-01,"Sydney, Australia",natural language processing,Twitter,1
2015-01-01,"Sydney, Australia",natural language processing,Voyant,8
2015-01-01,"Sydney, Australia",natural language processing,Voyant Tools,2
2015-01-01,"Sydney, Australia",near eastern studies,Gephi,1
2015-01-01,"Sydney, Australia",near eastern studies,TEI,2
2015-01-01,"Sydney, Australia","networks, relationships, graphs",Gephi,10
2015-01-01,"Sydney, Australia","networks, relationships, graphs",Google Books,2
2015-01-01,"Sydney, Australia","networks, relationships, graphs",Palladio,15
2015-01-01,"Sydney, Australia","networks, relationships, graphs",Python,1
2015-01-01,"Sydney, Australia","networks, relationships, graphs",TEI,31
2015-01-01,"Sydney, Australia","networks, relationships, graphs",Twitter,8
2015-01-01,"Sydney, Australia","networks, relationships, graphs",Voyant,1
2015-01-01,"Sydney, Australia",ontologies,Gephi,1
2015-01-01,"Sydney, Australia",ontologies,Google Books,1
2015-01-01,"Sydney, Australia",ontologies,TEI,15
2015-01-01,"Sydney, Australia",ontologies,Twitter,6
2015-01-01,"Sydney, Australia",other,TEI,2
2015-01-01,"Sydney, Australia",other,Zotero,2
2015-01-01,"Sydney, Australia",philology,Python,5
2015-01-01,"Sydney, Australia",philology,TEI,23
2015-01-01,"Sydney, Australia",philosophy,Gephi,3
2015-01-01,"Sydney, Australia",philosophy,Palladio,1
2015-01-01,"Sydney, Australia",philosophy,TEI,2
2015-01-01,"Sydney, Australia",philosophy,Twitter,3
2015-01-01,"Sydney, Australia",programming,Drupal,1
2015-01-01,"Sydney, Australia",programming,Python,10
2015-01-01,"Sydney, Australia",programming,TEI,16
2015-01-01,"Sydney, Australia",programming,Twitter,7
2015-01-01,"Sydney, Australia",programming,Voyant,10
2015-01-01,"Sydney, Australia",programming,Voyant Tools,2
2015-01-01,"Sydney, Australia","project design, organization, management",Drupal,1
2015-01-01,"Sydney, Australia","project design, organization, management",Gephi,1
2015-01-01,"Sydney, Australia","project design, organization, management",Google Books,1
2015-01-01,"Sydney, Australia","project design, organization, management",Scalar,2
2015-01-01,"Sydney, Australia","project design, organization, management",TEI,26
2015-01-01,"Sydney, Australia","project design, organization, management",WordPress,1
2015-01-01,"Sydney, Australia",prosodic studies,TEI,7
2015-01-01,"Sydney, Australia",prosodic studies,Twitter,3
2015-01-01,"Sydney, Australia",publishing and delivery systems,Drupal,1
2015-01-01,"Sydney, Australia",publishing and delivery systems,Python,1
2015-01-01,"Sydney, Australia",publishing and delivery systems,Scalar,2
2015-01-01,"Sydney, Australia",publishing and delivery systems,TEI,55
2015-01-01,"Sydney, Australia",publishing and delivery systems,WordPress,1
2015-01-01,"Sydney, Australia",renaissance studies,Palladio,1
2015-01-01,"Sydney, Australia",renaissance studies,TEI,29
2015-01-01,"Sydney, Australia",renaissance studies,Voyant,5
2015-01-01,"Sydney, Australia",renaissance studies,Voyant Tools,3
2015-01-01,"Sydney, Australia",rhetorical studies,TEI,2
2015-01-01,"Sydney, Australia",scholarly editing,Python,4
2015-01-01,"Sydney, Australia",scholarly editing,TEI,135
2015-01-01,"Sydney, Australia",scholarly editing,Twitter,1
2015-01-01,"Sydney, Australia",semantic analysis,Gephi,4
2015-01-01,"Sydney, Australia",semantic analysis,Python,1
2015-01-01,"Sydney, Australia",semantic analysis,TEI,5
2015-01-01,"Sydney, Australia",semantic analysis,Twitter,1
2015-01-01,"Sydney, Australia",semantic web,Gephi,1
2015-01-01,"Sydney, Australia",semantic web,Google Books,1
2015-01-01,"Sydney, Australia",semantic web,TEI,7
2015-01-01,"Sydney, Australia",semantic web,Twitter,5
2015-01-01,"Sydney, Australia",social media,Gephi,1
2015-01-01,"Sydney, Australia",social media,TEI,7
2015-01-01,"Sydney, Australia",social media,Twitter,21
2015-01-01,"Sydney, Australia",social media,WordPress,2
2015-01-01,"Sydney, Australia",software design and development,Drupal,1
2015-01-01,"Sydney, Australia",software design and development,Gephi,1
2015-01-01,"Sydney, Australia",software design and development,Palladio,14
2015-01-01,"Sydney, Australia",software design and development,Python,2
2015-01-01,"Sydney, Australia",software design and development,TEI,109
2015-01-01,"Sydney, Australia",software design and development,Twitter,7
2015-01-01,"Sydney, Australia",software design and development,Voyant,11
2015-01-01,"Sydney, Australia",software design and development,Voyant Tools,2
2015-01-01,"Sydney, Australia",software design and development,WordPress,2
2015-01-01,"Sydney, Australia",software design and development,Zotero,2
2015-01-01,"Sydney, Australia","spatio-temporal modeling, analysis and visualisation",Gephi,4
2015-01-01,"Sydney, Australia","spatio-temporal modeling, analysis and visualisation",Palladio,14
2015-01-01,"Sydney, Australia","spatio-temporal modeling, analysis and visualisation",TEI,18
2015-01-01,"Sydney, Australia","spatio-temporal modeling, analysis and visualisation",Twitter,5
2015-01-01,"Sydney, Australia","spatio-temporal modeling, analysis and visualisation",Voyant,1
2015-01-01,"Sydney, Australia",speech processing,TEI,2
2015-01-01,"Sydney, Australia",standards and interoperability,Python,2
2015-01-01,"Sydney, Australia",standards and interoperability,Scalar,2
2015-01-01,"Sydney, Australia",standards and interoperability,TEI,194
2015-01-01,"Sydney, Australia",standards and interoperability,Voyant,8
2015-01-01,"Sydney, Australia",standards and interoperability,Voyant Tools,2
2015-01-01,"Sydney, Australia",standards and interoperability,WordPress,1
2015-01-01,"Sydney, Australia",stylistics and stylometry,Google Books,2
2015-01-01,"Sydney, Australia",stylistics and stylometry,Python,1
2015-01-01,"Sydney, Australia",stylistics and stylometry,TEI,2
2015-01-01,"Sydney, Australia",teaching and pedagogy,Gephi,1
2015-01-01,"Sydney, Australia",teaching and pedagogy,TEI,20
2015-01-01,"Sydney, Australia",teaching and pedagogy,Twitter,1
2015-01-01,"Sydney, Australia",text analysis,Drupal,1
2015-01-01,"Sydney, Australia",text analysis,Gephi,8
2015-01-01,"Sydney, Australia",text analysis,Google Books,1
2015-01-01,"Sydney, Australia",text analysis,Python,7
2015-01-01,"Sydney, Australia",text analysis,TEI,127
2015-01-01,"Sydney, Australia",text analysis,Twitter,9
2015-01-01,"Sydney, Australia",text analysis,Voyant,35
2015-01-01,"Sydney, Australia",text analysis,Voyant Tools,9
2015-01-01,"Sydney, Australia",text generation,Python,1
2015-01-01,"Sydney, Australia",text generation,TEI,7
2015-01-01,"Sydney, Australia",text generation,Twitter,5
2015-01-01,"Sydney, Australia",theology,TEI,2
2015-01-01,"Sydney, Australia",translation studies,Python,1
2015-01-01,"Sydney, Australia",translation studies,TEI,14
2015-01-01,"Sydney, Australia",user studies / user needs,Gephi,1
2015-01-01,"Sydney, Australia",user studies / user needs,TEI,34
2015-01-01,"Sydney, Australia",user studies / user needs,Twitter,5
2015-01-01,"Sydney, Australia",user studies / user needs,Zotero,2
2015-01-01,"Sydney, Australia",virtual and augmented reality,Python,3
2015-01-01,"Sydney, Australia",virtual and augmented reality,TEI,7
2015-01-01,"Sydney, Australia",virtual and augmented reality,Twitter,5
2015-01-01,"Sydney, Australia",visualization,Gephi,8
2015-01-01,"Sydney, Australia",visualization,Google Books,1
2015-01-01,"Sydney, Australia",visualization,Palladio,17
2015-01-01,"Sydney, Australia",visualization,Python,1
2015-01-01,"Sydney, Australia",visualization,TEI,39
2015-01-01,"Sydney, Australia",visualization,Twitter,16
2015-01-01,"Sydney, Australia",visualization,Voyant,1
2015-01-01,"Sydney, Australia",xml,Google Books,1
2015-01-01,"Sydney, Australia",xml,Python,4
2015-01-01,"Sydney, Australia",xml,Scalar,2
2015-01-01,"Sydney, Australia",xml,TEI,228
2015-01-01,"Sydney, Australia",xml,WordPress,1
2016-01-01,"Kraków, Poland","GLAM: galleries, libraries, archives, museums",Gephi,3
2016-01-01,"Kraków, Poland","GLAM: galleries, libraries, archives, museums",TEI,12
2016-01-01,"Kraków, Poland","GLAM: galleries, libraries, archives, museums",Twitter,1
2016-01-01,"Kraków, Poland","GLAM: galleries, libraries, archives, museums",Voyant,4
2016-01-01,"Kraków, Poland","GLAM: galleries, libraries, archives, museums",Voyant Tools,3
2016-01-01,"Kraków, Poland",anthropology,Python,2
2016-01-01,"Kraków, Poland",anthropology,TEI,1
2016-01-01,"Kraków, Poland",archaeology,Python,1
2016-01-01,"Kraków, Poland",archaeology,Scalar,1
2016-01-01,"Kraków, Poland",archaeology,TEI,4
2016-01-01,"Kraków, Poland",archaeology,Zotero,3
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",Drupal,9
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",Gephi,8
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",Google Books,1
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",Palladio,1
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",Python,2
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",Scalar,1
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",TEI,32
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",Twitter,6
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",Voyant,4
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",Voyant Tools,3
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",WordPress,1
2016-01-01,"Kraków, Poland","archives, repositories, sustainability and preservation",Zotero,1
2016-01-01,"Kraków, Poland",art history,Gephi,3
2016-01-01,"Kraków, Poland",art history,Neatline,7
2016-01-01,"Kraków, Poland",art history,WordPress,2
2016-01-01,"Kraków, Poland",asian studies,TEI,6
2016-01-01,"Kraków, Poland","audio, video, multimedia",Drupal,1
2016-01-01,"Kraków, Poland","audio, video, multimedia",Python,3
2016-01-01,"Kraków, Poland","audio, video, multimedia",Scalar,1
2016-01-01,"Kraków, Poland","audio, video, multimedia",TEI,3
2016-01-01,"Kraków, Poland","audio, video, multimedia",Voyant,1
2016-01-01,"Kraków, Poland","audio, video, multimedia",WordPress,1
2016-01-01,"Kraków, Poland",authorship attribution / authority,Gephi,3
2016-01-01,"Kraków, Poland",authorship attribution / authority,Google Books,1
2016-01-01,"Kraków, Poland",authorship attribution / authority,Python,1
2016-01-01,"Kraków, Poland",authorship attribution / authority,Scalar,1
2016-01-01,"Kraków, Poland",authorship attribution / authority,TEI,13
2016-01-01,"Kraków, Poland",authorship attribution / authority,Twitter,6
2016-01-01,"Kraków, Poland",bibliographic methods / textual studies,Google Books,4
2016-01-01,"Kraków, Poland",bibliographic methods / textual studies,Palladio,1
2016-01-01,"Kraków, Poland",bibliographic methods / textual studies,Python,1
2016-01-01,"Kraków, Poland",bibliographic methods / textual studies,TEI,29
2016-01-01,"Kraków, Poland",bibliographic methods / textual studies,Voyant,3
2016-01-01,"Kraków, Poland",bibliographic methods / textual studies,Voyant Tools,3
2016-01-01,"Kraków, Poland",classical studies,TEI,16
2016-01-01,"Kraków, Poland",classical studies,Voyant,3
2016-01-01,"Kraków, Poland",classical studies,Voyant Tools,3
2016-01-01,"Kraków, Poland",classical studies,Zotero,2
2016-01-01,"Kraków, Poland",concording and indexing,Google Books,5
2016-01-01,"Kraków, Poland",concording and indexing,TEI,16
2016-01-01,"Kraków, Poland",concording and indexing,Twitter,1
2016-01-01,"Kraków, Poland",concording and indexing,Voyant,3
2016-01-01,"Kraków, Poland",concording and indexing,Voyant Tools,3
2016-01-01,"Kraków, Poland",content analysis,Drupal,1
2016-01-01,"Kraków, Poland",content analysis,Gephi,15
2016-01-01,"Kraków, Poland",content analysis,Google Books,1
2016-01-01,"Kraków, Poland",content analysis,Python,1
2016-01-01,"Kraków, Poland",content analysis,TEI,17
2016-01-01,"Kraków, Poland",content analysis,Twitter,14
2016-01-01,"Kraków, Poland",content analysis,Voyant,3
2016-01-01,"Kraków, Poland",content analysis,Voyant Tools,3
2016-01-01,"Kraków, Poland",content analysis,WordPress,1
2016-01-01,"Kraków, Poland","copyright, licensing, and open access",Google Books,3
2016-01-01,"Kraków, Poland","copyright, licensing, and open access",Python,2
2016-01-01,"Kraków, Poland","copyright, licensing, and open access",Scalar,1
2016-01-01,"Kraków, Poland","copyright, licensing, and open access",TEI,9
2016-01-01,"Kraków, Poland",corpora and corpus activities,Drupal,1
2016-01-01,"Kraków, Poland",corpora and corpus activities,Gephi,1
2016-01-01,"Kraków, Poland",corpora and corpus activities,Google Books,6
2016-01-01,"Kraków, Poland",corpora and corpus activities,Palladio,1
2016-01-01,"Kraków, Poland",corpora and corpus activities,Python,3
2016-01-01,"Kraków, Poland",corpora and corpus activities,TEI,20
2016-01-01,"Kraków, Poland",corpora and corpus activities,Twitter,21
2016-01-01,"Kraków, Poland",corpora and corpus activities,Voyant,3
2016-01-01,"Kraków, Poland",corpora and corpus activities,Voyant Tools,3
2016-01-01,"Kraków, Poland","creative and performing arts, including writing",Python,1
2016-01-01,"Kraków, Poland","creative and performing arts, including writing",Scalar,1
2016-01-01,"Kraków, Poland","creative and performing arts, including writing",TEI,1
2016-01-01,"Kraków, Poland","creative and performing arts, including writing",Twitter,1
2016-01-01,"Kraków, Poland",crowdsourcing,Google Books,1
2016-01-01,"Kraków, Poland",crowdsourcing,Python,2
2016-01-01,"Kraków, Poland",crowdsourcing,TEI,18
2016-01-01,"Kraków, Poland",cultural infrastructure,Palladio,1
2016-01-01,"Kraków, Poland",cultural infrastructure,Python,1
2016-01-01,"Kraków, Poland",cultural infrastructure,TEI,4
2016-01-01,"Kraków, Poland",cultural infrastructure,Twitter,1
2016-01-01,"Kraków, Poland",cultural infrastructure,Voyant,4
2016-01-01,"Kraków, Poland",cultural infrastructure,Voyant Tools,3
2016-01-01,"Kraków, Poland",cultural studies,Drupal,1
2016-01-01,"Kraków, Poland",cultural studies,Gephi,1
2016-01-01,"Kraków, Poland",cultural studies,Google Books,3
2016-01-01,"Kraków, Poland",cultural studies,Python,1
2016-01-01,"Kraków, Poland",cultural studies,Scalar,1
2016-01-01,"Kraków, Poland",cultural studies,TEI,18
2016-01-01,"Kraków, Poland",cultural studies,Twitter,1
2016-01-01,"Kraków, Poland",cultural studies,Voyant,3
2016-01-01,"Kraków, Poland",cultural studies,Voyant Tools,3
2016-01-01,"Kraków, Poland",data mining / text mining,Gephi,22
2016-01-01,"Kraków, Poland",data mining / text mining,Google Books,12
2016-01-01,"Kraków, Poland",data mining / text mining,Python,9
2016-01-01,"Kraków, Poland",data mining / text mining,TEI,15
2016-01-01,"Kraków, Poland",data mining / text mining,Twitter,44
2016-01-01,"Kraków, Poland",data mining / text mining,Voyant,4
2016-01-01,"Kraków, Poland",data mining / text mining,Voyant Tools,3
2016-01-01,"Kraków, Poland",data mining / text mining,WordPress,1
2016-01-01,"Kraków, Poland",data modeling and architecture including hypothesis-driven modeling,Python,1
2016-01-01,"Kraków, Poland",data modeling and architecture including hypothesis-driven modeling,TEI,56
2016-01-01,"Kraków, Poland",data modeling and architecture including hypothesis-driven modeling,Twitter,1
2016-01-01,"Kraków, Poland",data modeling and architecture including hypothesis-driven modeling,Zotero,3
2016-01-01,"Kraków, Poland",databases & dbms,Drupal,10
2016-01-01,"Kraków, Poland",databases & dbms,Gephi,1
2016-01-01,"Kraków, Poland",databases & dbms,Palladio,1
2016-01-01,"Kraków, Poland",databases & dbms,Python,3
2016-01-01,"Kraków, Poland",databases & dbms,Scalar,1
2016-01-01,"Kraków, Poland",databases & dbms,TEI,16
2016-01-01,"Kraków, Poland",databases & dbms,Voyant,3
2016-01-01,"Kraków, Poland",databases & dbms,Voyant Tools,3
2016-01-01,"Kraków, Poland",databases & dbms,WordPress,2
2016-01-01,"Kraków, Poland",databases & dbms,Zotero,4
2016-01-01,"Kraków, Poland",digital humanities - diversity,Drupal,1
2016-01-01,"Kraków, Poland",digital humanities - diversity,Python,1
2016-01-01,"Kraków, Poland",digital humanities - diversity,TEI,5
2016-01-01,"Kraków, Poland",digital humanities - diversity,Twitter,3
2016-01-01,"Kraków, Poland",digital humanities - diversity,Voyant,1
2016-01-01,"Kraków, Poland",digital humanities - diversity,WordPress,1
2016-01-01,"Kraków, Poland",digital humanities - facilities,Drupal,1
2016-01-01,"Kraków, Poland",digital humanities - facilities,Google Books,1
2016-01-01,"Kraków, Poland",digital humanities - facilities,Python,1
2016-01-01,"Kraków, Poland",digital humanities - facilities,TEI,10
2016-01-01,"Kraków, Poland",digital humanities - facilities,Voyant,3
2016-01-01,"Kraków, Poland",digital humanities - facilities,Voyant Tools,3
2016-01-01,"Kraków, Poland",digital humanities - facilities,WordPress,1
2016-01-01,"Kraków, Poland",digital humanities - facilities,Zotero,3
2016-01-01,"Kraków, Poland",digital humanities - institutional support,Python,1
2016-01-01,"Kraków, Poland",digital humanities - institutional support,TEI,4
2016-01-01,"Kraków, Poland",digital humanities - institutional support,Twitter,1
2016-01-01,"Kraków, Poland",digital humanities - institutional support,Voyant,4
2016-01-01,"Kraków, Poland",digital humanities - institutional support,Voyant Tools,3
2016-01-01,"Kraków, Poland",digital humanities - institutional support,WordPress,1
2016-01-01,"Kraków, Poland",digital humanities - institutional support,Zotero,3
2016-01-01,"Kraków, Poland",digital humanities - multilinguality,Drupal,1
2016-01-01,"Kraków, Poland",digital humanities - multilinguality,Gephi,1
2016-01-01,"Kraków, Poland",digital humanities - multilinguality,Google Books,3
2016-01-01,"Kraków, Poland",digital humanities - multilinguality,Palladio,1
2016-01-01,"Kraków, Poland",digital humanities - multilinguality,Python,1
2016-01-01,"Kraków, Poland",digital humanities - multilinguality,TEI,1
2016-01-01,"Kraków, Poland",digital humanities - multilinguality,Twitter,3
2016-01-01,"Kraków, Poland",digital humanities - multilinguality,Voyant,1
2016-01-01,"Kraków, Poland",digital humanities - multilinguality,WordPress,1
2016-01-01,"Kraków, Poland",digital humanities - nature and significance,Python,1
2016-01-01,"Kraków, Poland",digital humanities - nature and significance,TEI,8
2016-01-01,"Kraków, Poland",digital humanities - nature and significance,Twitter,1
2016-01-01,"Kraków, Poland",digital humanities - nature and significance,Voyant,1
2016-01-01,"Kraków, Poland",digital humanities - nature and significance,WordPress,1
2016-01-01,"Kraków, Poland",digital humanities - pedagogy and curriculum,Drupal,9
2016-01-01,"Kraków, Poland",digital humanities - pedagogy and curriculum,Gephi,1
2016-01-01,"Kraków, Poland",digital humanities - pedagogy and curriculum,Neatline,7
