Source,Target,Date,Location,Weight,Latitude,Longitude,Coordinates
Drupal,Gephi,1/1/2011 0:00:00,"Stanford, California, United States",4,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Drupal,Gephi,1/1/2012 0:00:00,"Hamburg, Germany",15,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Drupal,Gephi,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",35,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,Gephi,1/1/2014 0:00:00,"Lausanne, Switzerland",23,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,Gephi,1/1/2015 0:00:00,"Sydney, Australia",11,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,Gephi,1/1/2016 0:00:00,"Kraków, Poland",43,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,Gephi,1/1/2017 0:00:00,"Montréal, Canada",31,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,Gephi,1/1/2018 0:00:00,"Mexico City, Mexico",8,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,Gephi,1/1/2019 0:00:00,"Utrecht, Netherlands",15,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,Gephi,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",11,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Drupal,Gephi,1/1/2022 0:00:00,"Tokyo, Japan",9,35.6764225,139.650027,"35.6764225, 139.650027"
Drupal,Google Books,1/1/2009 0:00:00,"College Park, Maryland, United States",17,38.9896967,-76.93776,"38.9896967, -76.93776"
Drupal,Google Books,1/1/2010 0:00:00,"London, England, United Kingdom",5,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Drupal,Google Books,1/1/2011 0:00:00,"Stanford, California, United States",13,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Drupal,Google Books,1/1/2012 0:00:00,"Hamburg, Germany",26,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Drupal,Google Books,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",21,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,Google Books,1/1/2014 0:00:00,"Lausanne, Switzerland",16,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,Google Books,1/1/2015 0:00:00,"Sydney, Australia",15,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,Google Books,1/1/2016 0:00:00,"Kraków, Poland",35,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,Google Books,1/1/2017 0:00:00,"Montréal, Canada",6,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,Google Books,1/1/2018 0:00:00,"Mexico City, Mexico",11,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,Google Books,1/1/2019 0:00:00,"Utrecht, Netherlands",7,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,Google Books,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",9,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Drupal,Google Books,1/1/2022 0:00:00,"Tokyo, Japan",6,35.6764225,139.650027,"35.6764225, 139.650027"
Drupal,Neatline,1/1/2010 0:00:00,"London, England, United Kingdom",6,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Drupal,Neatline,1/1/2012 0:00:00,"Hamburg, Germany",44,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Drupal,Neatline,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",32,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,Neatline,1/1/2014 0:00:00,"Lausanne, Switzerland",18,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,Neatline,1/1/2015 0:00:00,"Sydney, Australia",2,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,Neatline,1/1/2016 0:00:00,"Kraków, Poland",29,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,Neatline,1/1/2017 0:00:00,"Montréal, Canada",11,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,Neatline,1/1/2018 0:00:00,"Mexico City, Mexico",4,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,Neatline,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,Palladio,1/1/2015 0:00:00,"Sydney, Australia",18,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,Palladio,1/1/2016 0:00:00,"Kraków, Poland",22,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,Palladio,1/1/2017 0:00:00,"Montréal, Canada",4,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,Palladio,1/1/2018 0:00:00,"Mexico City, Mexico",2,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,Palladio,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,Palladio,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",9,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Drupal,Python,1/1/2009 0:00:00,"College Park, Maryland, United States",6,38.9896967,-76.93776,"38.9896967, -76.93776"
Drupal,Python,1/1/2010 0:00:00,"London, England, United Kingdom",5,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Drupal,Python,1/1/2011 0:00:00,"Stanford, California, United States",2,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Drupal,Python,1/1/2012 0:00:00,"Hamburg, Germany",14,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Drupal,Python,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",24,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,Python,1/1/2014 0:00:00,"Lausanne, Switzerland",14,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,Python,1/1/2015 0:00:00,"Sydney, Australia",11,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,Python,1/1/2016 0:00:00,"Kraków, Poland",30,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,Python,1/1/2017 0:00:00,"Montréal, Canada",24,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,Python,1/1/2018 0:00:00,"Mexico City, Mexico",21,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,Python,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,Python,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",19,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Drupal,Python,1/1/2020 0:00:00,"Paderborn, Germany",2,51.7189205,8.7575093,"51.7189205, 8.75750929999999"
Drupal,Python,1/1/2022 0:00:00,"Tokyo, Japan",34,35.6764225,139.650027,"35.6764225, 139.650027"
Drupal,Scalar,1/1/2012 0:00:00,"Hamburg, Germany",22,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Drupal,Scalar,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",19,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,Scalar,1/1/2014 0:00:00,"Lausanne, Switzerland",13,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,Scalar,1/1/2015 0:00:00,"Sydney, Australia",3,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,Scalar,1/1/2016 0:00:00,"Kraków, Poland",22,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,Scalar,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,Scalar,1/1/2018 0:00:00,"Mexico City, Mexico",5,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,Scalar,1/1/2019 0:00:00,"Utrecht, Netherlands",6,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,Scalar,1/1/2022 0:00:00,"Tokyo, Japan",4,35.6764225,139.650027,"35.6764225, 139.650027"
Drupal,StoryMapJS,1/1/2018 0:00:00,"Mexico City, Mexico",3,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,TEI,1/1/2009 0:00:00,"College Park, Maryland, United States",148,38.9896967,-76.93776,"38.9896967, -76.93776"
Drupal,TEI,1/1/2010 0:00:00,"London, England, United Kingdom",142,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Drupal,TEI,1/1/2011 0:00:00,"Stanford, California, United States",90,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Drupal,TEI,1/1/2012 0:00:00,"Hamburg, Germany",161,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Drupal,TEI,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",180,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,TEI,1/1/2014 0:00:00,"Lausanne, Switzerland",125,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,TEI,1/1/2015 0:00:00,"Sydney, Australia",271,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,TEI,1/1/2016 0:00:00,"Kraków, Poland",172,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,TEI,1/1/2017 0:00:00,"Montréal, Canada",127,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,TEI,1/1/2018 0:00:00,"Mexico City, Mexico",56,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,TEI,1/1/2019 0:00:00,"Utrecht, Netherlands",283,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,TEI,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",44,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Drupal,TEI,1/1/2022 0:00:00,"Tokyo, Japan",101,35.6764225,139.650027,"35.6764225, 139.650027"
Drupal,Twitter,1/1/2009 0:00:00,"College Park, Maryland, United States",4,38.9896967,-76.93776,"38.9896967, -76.93776"
Drupal,Twitter,1/1/2010 0:00:00,"London, England, United Kingdom",23,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Drupal,Twitter,1/1/2011 0:00:00,"Stanford, California, United States",22,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Drupal,Twitter,1/1/2012 0:00:00,"Hamburg, Germany",14,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Drupal,Twitter,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",34,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,Twitter,1/1/2014 0:00:00,"Lausanne, Switzerland",21,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,Twitter,1/1/2015 0:00:00,"Sydney, Australia",24,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,Twitter,1/1/2016 0:00:00,"Kraków, Poland",73,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,Twitter,1/1/2017 0:00:00,"Montréal, Canada",47,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,Twitter,1/1/2018 0:00:00,"Mexico City, Mexico",72,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,Twitter,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,Twitter,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",34,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Drupal,Twitter,1/1/2022 0:00:00,"Tokyo, Japan",16,35.6764225,139.650027,"35.6764225, 139.650027"
Drupal,Voyant,1/1/2012 0:00:00,"Hamburg, Germany",23,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Drupal,Voyant,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",59,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,Voyant,1/1/2014 0:00:00,"Lausanne, Switzerland",48,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,Voyant,1/1/2015 0:00:00,"Sydney, Australia",41,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,Voyant,1/1/2016 0:00:00,"Kraków, Poland",37,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,Voyant,1/1/2017 0:00:00,"Montréal, Canada",33,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,Voyant,1/1/2018 0:00:00,"Mexico City, Mexico",7,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,Voyant,1/1/2019 0:00:00,"Utrecht, Netherlands",12,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,Voyant,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",9,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Drupal,Voyant,1/1/2022 0:00:00,"Tokyo, Japan",31,35.6764225,139.650027,"35.6764225, 139.650027"
Drupal,Voyant Tools,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",21,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,Voyant Tools,1/1/2014 0:00:00,"Lausanne, Switzerland",16,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,Voyant Tools,1/1/2015 0:00:00,"Sydney, Australia",13,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,Voyant Tools,1/1/2016 0:00:00,"Kraków, Poland",29,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,Voyant Tools,1/1/2017 0:00:00,"Montréal, Canada",6,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,Voyant Tools,1/1/2018 0:00:00,"Mexico City, Mexico",7,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,Voyant Tools,1/1/2019 0:00:00,"Utrecht, Netherlands",9,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,Voyant Tools,1/1/2022 0:00:00,"Tokyo, Japan",11,35.6764225,139.650027,"35.6764225, 139.650027"
Drupal,WordPress,1/1/2009 0:00:00,"College Park, Maryland, United States",13,38.9896967,-76.93776,"38.9896967, -76.93776"
Drupal,WordPress,1/1/2010 0:00:00,"London, England, United Kingdom",7,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Drupal,WordPress,1/1/2011 0:00:00,"Stanford, California, United States",4,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Drupal,WordPress,1/1/2012 0:00:00,"Hamburg, Germany",15,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Drupal,WordPress,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",24,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,WordPress,1/1/2014 0:00:00,"Lausanne, Switzerland",13,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,WordPress,1/1/2015 0:00:00,"Sydney, Australia",4,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,WordPress,1/1/2016 0:00:00,"Kraków, Poland",24,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,WordPress,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,WordPress,1/1/2018 0:00:00,"Mexico City, Mexico",4,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,WordPress,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,WordPress,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",9,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Drupal,WordPress,1/1/2022 0:00:00,"Tokyo, Japan",6,35.6764225,139.650027,"35.6764225, 139.650027"
Drupal,Zotero,1/1/2009 0:00:00,"College Park, Maryland, United States",40,38.9896967,-76.93776,"38.9896967, -76.93776"
Drupal,Zotero,1/1/2010 0:00:00,"London, England, United Kingdom",7,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Drupal,Zotero,1/1/2011 0:00:00,"Stanford, California, United States",5,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Drupal,Zotero,1/1/2012 0:00:00,"Hamburg, Germany",12,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Drupal,Zotero,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",25,40.813616,-96.7025955,"40.813616, -96.7025955"
Drupal,Zotero,1/1/2014 0:00:00,"Lausanne, Switzerland",16,46.5196535,6.6322734,"46.5196535, 6.6322734"
Drupal,Zotero,1/1/2015 0:00:00,"Sydney, Australia",4,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Drupal,Zotero,1/1/2016 0:00:00,"Kraków, Poland",27,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Drupal,Zotero,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Drupal,Zotero,1/1/2018 0:00:00,"Mexico City, Mexico",2,19.4326077,-99.133208,"19.4326077, -99.133208"
Drupal,Zotero,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Drupal,Zotero,1/1/2022 0:00:00,"Tokyo, Japan",9,35.6764225,139.650027,"35.6764225, 139.650027"
Gephi,Drupal,1/1/2011 0:00:00,"Stanford, California, United States",4,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Gephi,Drupal,1/1/2012 0:00:00,"Hamburg, Germany",15,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Gephi,Drupal,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",35,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,Drupal,1/1/2014 0:00:00,"Lausanne, Switzerland",23,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,Drupal,1/1/2015 0:00:00,"Sydney, Australia",11,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,Drupal,1/1/2016 0:00:00,"Kraków, Poland",43,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,Drupal,1/1/2017 0:00:00,"Montréal, Canada",31,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,Drupal,1/1/2018 0:00:00,"Mexico City, Mexico",8,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,Drupal,1/1/2019 0:00:00,"Utrecht, Netherlands",15,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,Drupal,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",11,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Gephi,Drupal,1/1/2022 0:00:00,"Tokyo, Japan",9,35.6764225,139.650027,"35.6764225, 139.650027"
Gephi,Google Books,1/1/2011 0:00:00,"Stanford, California, United States",15,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Gephi,Google Books,1/1/2012 0:00:00,"Hamburg, Germany",19,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Gephi,Google Books,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",20,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,Google Books,1/1/2014 0:00:00,"Lausanne, Switzerland",19,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,Google Books,1/1/2015 0:00:00,"Sydney, Australia",24,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,Google Books,1/1/2016 0:00:00,"Kraków, Poland",36,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,Google Books,1/1/2017 0:00:00,"Montréal, Canada",31,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,Google Books,1/1/2018 0:00:00,"Mexico City, Mexico",17,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,Google Books,1/1/2019 0:00:00,"Utrecht, Netherlands",16,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,Google Books,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",4,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Gephi,Google Books,1/1/2022 0:00:00,"Tokyo, Japan",9,35.6764225,139.650027,"35.6764225, 139.650027"
Gephi,Neatline,1/1/2012 0:00:00,"Hamburg, Germany",37,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Gephi,Neatline,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",31,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,Neatline,1/1/2014 0:00:00,"Lausanne, Switzerland",21,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,Neatline,1/1/2015 0:00:00,"Sydney, Australia",11,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,Neatline,1/1/2016 0:00:00,"Kraków, Poland",30,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,Neatline,1/1/2017 0:00:00,"Montréal, Canada",36,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,Neatline,1/1/2018 0:00:00,"Mexico City, Mexico",10,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,Neatline,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,Palladio,1/1/2015 0:00:00,"Sydney, Australia",27,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,Palladio,1/1/2016 0:00:00,"Kraków, Poland",23,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,Palladio,1/1/2017 0:00:00,"Montréal, Canada",29,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,Palladio,1/1/2018 0:00:00,"Mexico City, Mexico",8,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,Palladio,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,Palladio,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",4,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Gephi,Python,1/1/2011 0:00:00,"Stanford, California, United States",4,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Gephi,Python,1/1/2012 0:00:00,"Hamburg, Germany",7,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Gephi,Python,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",23,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,Python,1/1/2014 0:00:00,"Lausanne, Switzerland",17,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,Python,1/1/2015 0:00:00,"Sydney, Australia",20,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,Python,1/1/2016 0:00:00,"Kraków, Poland",31,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,Python,1/1/2017 0:00:00,"Montréal, Canada",49,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,Python,1/1/2018 0:00:00,"Mexico City, Mexico",27,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,Python,1/1/2019 0:00:00,"Utrecht, Netherlands",22,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,Python,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",14,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Gephi,Python,1/1/2022 0:00:00,"Tokyo, Japan",37,35.6764225,139.650027,"35.6764225, 139.650027"
Gephi,Scalar,1/1/2012 0:00:00,"Hamburg, Germany",15,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Gephi,Scalar,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",18,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,Scalar,1/1/2014 0:00:00,"Lausanne, Switzerland",16,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,Scalar,1/1/2015 0:00:00,"Sydney, Australia",12,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,Scalar,1/1/2016 0:00:00,"Kraków, Poland",23,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,Scalar,1/1/2017 0:00:00,"Montréal, Canada",34,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,Scalar,1/1/2018 0:00:00,"Mexico City, Mexico",11,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,Scalar,1/1/2019 0:00:00,"Utrecht, Netherlands",15,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,Scalar,1/1/2022 0:00:00,"Tokyo, Japan",7,35.6764225,139.650027,"35.6764225, 139.650027"
Gephi,StoryMapJS,1/1/2018 0:00:00,"Mexico City, Mexico",9,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,TEI,1/1/2011 0:00:00,"Stanford, California, United States",92,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Gephi,TEI,1/1/2012 0:00:00,"Hamburg, Germany",154,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Gephi,TEI,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",179,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,TEI,1/1/2014 0:00:00,"Lausanne, Switzerland",128,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,TEI,1/1/2015 0:00:00,"Sydney, Australia",280,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,TEI,1/1/2016 0:00:00,"Kraków, Poland",173,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,TEI,1/1/2017 0:00:00,"Montréal, Canada",152,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,TEI,1/1/2018 0:00:00,"Mexico City, Mexico",62,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,TEI,1/1/2019 0:00:00,"Utrecht, Netherlands",292,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,TEI,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",39,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Gephi,TEI,1/1/2022 0:00:00,"Tokyo, Japan",104,35.6764225,139.650027,"35.6764225, 139.650027"
Gephi,Twitter,1/1/2011 0:00:00,"Stanford, California, United States",24,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Gephi,Twitter,1/1/2012 0:00:00,"Hamburg, Germany",7,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Gephi,Twitter,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",33,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,Twitter,1/1/2014 0:00:00,"Lausanne, Switzerland",24,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,Twitter,1/1/2015 0:00:00,"Sydney, Australia",33,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,Twitter,1/1/2016 0:00:00,"Kraków, Poland",74,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,Twitter,1/1/2017 0:00:00,"Montréal, Canada",72,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,Twitter,1/1/2018 0:00:00,"Mexico City, Mexico",78,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,Twitter,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,Twitter,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",29,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Gephi,Twitter,1/1/2022 0:00:00,"Tokyo, Japan",19,35.6764225,139.650027,"35.6764225, 139.650027"
Gephi,Voyant,1/1/2012 0:00:00,"Hamburg, Germany",16,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Gephi,Voyant,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",58,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,Voyant,1/1/2014 0:00:00,"Lausanne, Switzerland",51,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,Voyant,1/1/2015 0:00:00,"Sydney, Australia",50,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
